"tipo_o_rol_declarante";"nombre_establecimiento";"razon_social";"id_establecimiento_vu";"rubro_retc";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"ILUSTRE MUNICIPALIDAD DE COPIAPÓ";"I MUNICIPALIDAD DE COPIAPO";880197;"";"Atacama";"Copiapó";"Copiapó";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";87784,34;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE COPIAPÓ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAAVEDRA";"I MUNICIPALIDAD DE SAAVEDRA";1965234;"Municipio";"Araucanía";"Cautín";"Saavedra";18;639357;5705018;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";4050;"Declaración";2018;NA;"";"sergio benigno suarez villa";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CAMARONES";"ILUSTRE MUNICIPALIDAD DE CAMARONES";912286;"";"Arica y Parinacota";"Arica";"Camarones";19;375970;7880984;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Relleno sanitario";"Eliminación";118;"Declaración";2018;NA;"";"Ilustre Municipalidad de Camarones";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE OVALLE";"MUNICIPALIDAD DE OVALLE";879726;"Municipio";"Coquimbo";"Limarí";"Ovalle";19;289376;6612193;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de mercados";"Vertedero";"Eliminación";2896,63;"Declaración";2018;NA;"";"Servicios Tasui S.A.";"";""
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Municipio";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,2479;"Declaración";2018;NA;"";"WENCO S. A.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CALBUCO";"I MUNICIPALIDAD DE CALBUCO";912279;"Municipio";"Los Lagos";"Llanquihue";"Calbuco";18;655650;5373777;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";1553,1;"Declaración";2018;NA;"";"interaseo chile s.a.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE JUAN FERNÁNDEZ";"I MUNICIPALIDAD DE JUAN FERNANDEZ";430912;"";"Valparaíso";"Valparaíso";"Juan Fernández";17;701126;6275959;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";"Valorización";5;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE JUAN FERNANDEZ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN";"ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN";911203;"Municipio";"Atacama";"Huasco";"Alto del Carmen";19;354856;6817759;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";886;"Declaración";2018;NA;"";"Municipalidad de Vallenar";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VILCÚN";"I MUNICIPALIDAD DE VILCUN";1965236;"";"Araucanía";"Cautín";"Vilcún";18;741435;5716126;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";7728;"Declaración";2018;NA;"";"CRESCO LTDA.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CAMARONES";"ILUSTRE MUNICIPALIDAD DE CAMARONES";912286;"";"Arica y Parinacota";"Arica";"Camarones";19;375970;7880984;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Relleno sanitario";"Eliminación";28;"Declaración";2018;NA;"";"Ilustre Municipalidad de Camarones";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CONSTITUCIÓN";"I MUNICIPALIDAD DE CONSTITUCION";3023790;"Municipio";"Maule";"Talca";"Constitución";18;735108;6087213;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";0,65;"Declaración";2018;NA;"";"SOCIEDAD COMERCIALIZADORA Y RECUPERADORA DE MATERIALES RECICLABLES GREEN MAULE INGENIEROS LIMITADA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";"I MUNICIPALIDAD DE MONTEPATRIA";1937358;"";"Coquimbo";"Limarí";"Monte Patria";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";11741;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";"I MUNICIPALIDAD DE FUTALEUFU";325229;"Municipio";"Los Lagos";"Palena";"Futaleufú";19;266954;5214513;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";"Valorización";4,5;"Declaración";2018;NA;"";"RECICLAME";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ANDES";"MUNICIPALIDAD DE LOS ANDES";4053494;"";"Valparaíso";"Los Andes";"Los Andes";19;350228;6366140;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";1,705;"Declaración";2018;NA;"";"RECUPERADORA DE METALES CHILE";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS";"ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS";3023087;"Municipio";"Maule";"Linares";"Yerbas Buenas";19;266376;6040692;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Preparación para reutilización";"Valorización";3,685;"Declaración";2018;NA;"";"RECICLAJE TALCA LIMITADA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE JUAN FERNÁNDEZ";"I MUNICIPALIDAD DE JUAN FERNANDEZ";430912;"";"Valparaíso";"Valparaíso";"Juan Fernández";17;701126;6275959;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Madera distinta de la especificada en el código 20 01 37";"Incineración sin recuperación de energía";"Eliminación";5;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE JUAN FERNANDEZ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE OLLAGÜE";"I MUNICIPALIDAD DE OLLAGUE";4085540;"Municipio";"Antofagasta";"El Loa";"Ollagüe";19;577334;7652692;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";62;"Declaración";2018;NA;"";"Municipalidad de Ollague";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE VITACURA";"I MUNICIPALIDAD DE VITACURA";4086144;"Municipio";"Metropolitana";"Santiago";"Vitacura";19;351075;6303353;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Reciclaje de Residuos voluminosos";"Valorización";39,52;"Declaración";2018;NA;"";"Planta reciclaje LOmas Los Colorados";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE PANGUIPULLI";"I MUNICIPALIDAD DE PANGUIPULLI";911609;"Municipio";"Los Ríos";"Valdivia";"Panguipulli";18;728549;5608404;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Preparación para reutilización";"Valorización";0,01;"Declaración";2018;NA;"";"SERVICIOS DE POLINIZACION JUAN PAULO CARRERA SANDOVAL E.I.R.L.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALCAHUANO";"ILUSTRE MUNICIPALIDAD DE TALCAHUANO";1963655;"Municipio";"Biobío";"Concepción";"Talcahuano";18;668541;5935105;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Preparación para reutilización";"Valorización";9;"Declaración";2018;NA;"";"COMERCIAL VERDE MAR LIMITADA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE JUAN FERNÁNDEZ";"I MUNICIPALIDAD DE JUAN FERNANDEZ";430912;"";"Valparaíso";"Valparaíso";"Juan Fernández";17;701126;6275959;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";7;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE JUAN FERNANDEZ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE GUAITECAS";"ILUSTRE MUNICIPALIDAD DE GUAITECAS";5441646;"Municipio";"Aysén del Gral. Carlos Ibáñez del Campo";"Aisén";"Guaitecas";18;600414;5140326;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Relleno sanitario";"Eliminación";250;"Declaración";2018;NA;"";"Pozo Sanitario Municipalidad de Guaitecas";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";"ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO";4053452;"Municipio";"Metropolitana";"Talagante";"Isla de Maipo";19;324007;6264334;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";14227,57;"Declaración";2018;NA;"";"Municipalidad de Isla de Maipoi";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";114;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO DE ATACAMA";"I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA";4085539;"";"Antofagasta";"El Loa";"San Pedro de Atacama";19;581990;7466161;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";571,81;"Declaración";2018;NA;"";"Ilustre Municipalidad de San Pedro de Atacama";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE RENAICO";"I MUNICIPALIDAD DE RENAICO";1963667;"";"Araucanía";"Malleco";"Renaico";18;712976;5827926;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2030;"Declaración";2018;NA;"";"Servicios Jorge Hugo Arnaboldi Cáseres limitada";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE COIHAIQUE";"I MUNICIPALIDAD DE COYHAIQUE";911201;"Municipio";"Aysén del Gral. Carlos Ibáñez del Campo";"Coihaique";"Coyhaique";18;728603;4949288;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Relleno sanitario";"Eliminación";28973;"Declaración";2018;NA;"";"Residuos Sólidos Coyhaique";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE RÍO IBÁÑEZ";"I MUNICIPALIDAD RIO IBANEZ";4085543;"";"Aysén del Gral. Carlos Ibáñez del Campo";"General Carrera";"Río Ibáñez";19;273796;4869455;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";1850;"Declaración";2018;NA;"";"MUNICIPALIDAD DE RIO IBAÑEZ";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE OSORNO";"I MUNICIPALIDAD DE OSORNO";4587532;"Municipio";"Los Lagos";"Osorno";"Osorno";18;657789;5506805;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";3;"Declaración";2018;NA;"";"RECICLAJE RAHUE";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TEMUCO";"I MUNICIPALIDAD DE TEMUCO";1965235;"Municipio";"Araucanía";"Cautín";"Temuco";18;709441;5709773;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";721;"Declaración";2018;NA;"";"Comercial Morcas Ltda.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";"ILUSTRE MUNICIPALIDAD DE CHAITÉN";911615;"Municipio";"Los Lagos";"Palena";"Chaitén";18;686363;5245906;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";114;"Declaración";2018;NA;"";"vertedero municipal de chaiten";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE PANGUIPULLI";"I MUNICIPALIDAD DE PANGUIPULLI";911609;"Municipio";"Los Ríos";"Valdivia";"Panguipulli";18;728549;5608404;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Preparación para reutilización";"Valorización";116,8;"Declaración";2018;NA;"";"SERVICIOS DE POLINIZACION JUAN PAULO CARRERA SANDOVAL E.I.R.L.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE TEMUCO";"I MUNICIPALIDAD DE TEMUCO";1965235;"Municipio";"Araucanía";"Cautín";"Temuco";18;709441;5709773;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";"Valorización";19;"Declaración";2018;NA;"";"ELISA JEANNETTE MILLANAO NANCUPE";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE OVALLE";"MUNICIPALIDAD DE OVALLE";879726;"Municipio";"Coquimbo";"Limarí";"Ovalle";19;289376;6612193;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";49725;"Declaración";2018;NA;"";"Servicios Tasui S.A.";"";""
